t_s,x
120.000000,-0.53781853
120.100000,-0.39281151
120.200000,-0.24935360
120.300000,-0.32291918
120.400000,-0.41428088
120.500000,-0.42748241
120.600000,-0.42128169
120.700000,-0.43199897
120.800000,0.06037813
120.900000,-0.21553297
121.000000,-0.12547034
121.100000,-0.33552021
121.200000,-0.27378020
121.300000,-0.34430297
121.400000,-0.64675558
121.500000,-0.46804435
121.600000,-0.52697260
121.700000,-0.59491466
121.800000,-0.43700810
121.900000,-0.04603050
122.000000,-0.24227083
122.100000,-0.02600236
122.200000,-0.18105797
122.300000,-0.12222076
122.400000,-0.36634287
122.500000,-0.17087471
122.600000,-0.14795897
122.700000,-0.35378902
122.800000,-0.18304049
122.900000,-0.16244913
123.000000,-0.30547912
123.100000,-0.40117294
123.200000,-0.40399824
123.300000,-0.20663758
123.400000,-0.16585042
123.500000,-0.32893302
123.600000,-0.20236144
123.700000,-0.10045784
123.800000,-0.08002019
123.900000,0.04737137
124.000000,0.01574513
124.100000,-0.31522723
124.200000,0.09134403
124.300000,-0.22720329
124.400000,0.01149100
124.500000,-0.13257632
124.600000,-0.20308183
124.700000,-0.43657288
124.800000,-0.19205781
124.900000,-0.40818963
125.000000,-0.04336463
125.100000,0.05632760
125.200000,-0.28461746
125.300000,-0.12008317
125.400000,-0.28090515
125.500000,-0.26275510
125.600000,-0.04035095
125.700000,-0.17216948
125.800000,0.09456052
125.900000,-0.22824476
126.000000,-0.02918145
126.100000,-0.16510072
126.200000,-0.06543753
126.300000,-0.25342384
126.400000,-0.19974356
126.500000,-0.20792307
126.600000,-0.29286328
126.700000,-0.07196955
126.800000,-0.07018390
126.900000,-0.05469109
127.000000,0.08028037
127.100000,0.08897334
127.200000,-0.18454620
127.300000,-0.05090390
127.400000,-0.19133943
127.500000,-0.09055073
127.600000,-0.18474402
127.700000,0.14080045
127.800000,-0.04668588
127.900000,-0.12311663
128.000000,0.08853319
128.100000,-0.41984138
128.200000,-0.39931385
128.300000,0.03414706
128.400000,-0.06139654
128.500000,-0.04084567
128.600000,-0.28533508
128.700000,-0.08524841
128.800000,0.23715344
128.900000,0.07406885
129.000000,-0.03906733
129.100000,-0.13349031
129.200000,-0.13792540
129.300000,-0.40126930
129.400000,-0.02393064
129.500000,0.04723456
129.600000,-0.33529719
129.700000,-0.20804948
129.800000,-0.27894891
129.900000,-0.24262284
130.000000,-0.10448853
130.100000,-0.41100287
130.200000,-0.02729901
130.300000,0.00795872
130.400000,-0.14647007
130.500000,-0.47207303
130.600000,-0.26525065
130.700000,0.06926691
130.800000,-0.52947227
130.900000,-0.15097263
131.000000,-0.29480729
131.100000,0.00330741
131.200000,-0.23160806
131.300000,-0.06362191
131.400000,-0.03000935
131.500000,0.17611151
131.600000,-0.13612401
131.700000,-0.03808935
131.800000,-0.30086351
131.900000,0.08079789
132.000000,-0.20443234
132.100000,-0.16290700
132.200000,-0.08517576
132.300000,-0.33074053
132.400000,-0.05061690
132.500000,0.04585343
132.600000,-0.05740666
132.700000,-0.34010285
132.800000,-0.11169316
132.900000,0.01072300
133.000000,-0.39043466
133.100000,-0.26870426
133.200000,0.03612887
133.300000,-0.02732896
133.400000,-0.02407731
133.500000,0.19689528
133.600000,-0.02472445
133.700000,0.01596157
133.800000,0.31268767
133.900000,-0.13403062
134.000000,-0.22865361
134.100000,-0.04565612
134.200000,-0.04003855
134.300000,-0.17903010
134.400000,-0.25489155
134.500000,0.23054597
134.600000,-0.05811074
134.700000,-0.21755557
134.800000,0.04367760
134.900000,-0.11851658
135.000000,-0.15924433
135.100000,-0.03731949
135.200000,-0.29983133
135.300000,-0.05116360
135.400000,0.18054950
135.500000,-0.04685124
135.600000,-0.15205650
135.700000,-0.18398571
135.800000,-0.17811565
135.900000,-0.14775864
136.000000,-0.18854747
136.100000,0.02092532
136.200000,-0.36895245
136.300000,0.03117970
136.400000,-0.14831588
136.500000,-0.03669422
136.600000,-0.27498236
136.700000,0.09173958
136.800000,0.06764733
136.900000,0.03063453
137.000000,-0.33077591
137.100000,0.03858717
137.200000,-0.02053151
137.300000,-0.31089556
137.400000,-0.07725522
137.500000,-0.02460976
137.600000,0.00986542
137.700000,-0.05153434
137.800000,-0.03114860
137.900000,0.13353409
138.000000,0.08587793
138.100000,-0.52040049
138.200000,-0.12725775
138.300000,-0.11610749
138.400000,-0.34611725
138.500000,-0.07550783
138.600000,0.09793644
138.700000,-0.23529908
138.800000,-0.01210391
138.900000,-0.19032711
139.000000,-0.13077491
139.100000,0.18323439
139.200000,-0.13152883
139.300000,0.01058125
139.400000,-0.34242735
139.500000,0.18940839
139.600000,-0.00197051
139.700000,-0.12621821
139.800000,-0.00304614
139.900000,-0.29656199
140.000000,0.08514217
140.100000,-0.11369562
140.200000,-0.08696918
140.300000,-0.13926964
140.400000,-0.15847530
140.500000,0.00617864
140.600000,-0.07266384
140.700000,-0.02213728
140.800000,-0.12026871
140.900000,-0.05325413
141.000000,-0.19916284
141.100000,0.18348028
141.200000,-0.38405569
141.300000,0.04544305
141.400000,0.06637695
141.500000,-0.26642466
141.600000,0.17735733
141.700000,-0.01508961
141.800000,-0.02356998
141.900000,-0.16981705
142.000000,-0.20564453
142.100000,-0.18730543
142.200000,-0.08750936
142.300000,0.05229877
142.400000,-0.12248120
142.500000,-0.27865125
142.600000,-0.02788345
142.700000,-0.00312851
142.800000,-0.04496671
142.900000,-0.04820025
143.000000,-0.19514187
143.100000,-0.29118748
143.200000,-0.28474026
143.300000,-0.40022017
143.400000,-0.12792741
143.500000,-0.16860546
143.600000,-0.22254770
143.700000,-0.59783498
143.800000,-0.33724408
143.900000,0.00418461
144.000000,-0.27430678
144.100000,-0.14698346
144.200000,-0.40283812
144.300000,0.00708400
144.400000,-0.22867514
144.500000,-0.15905307
144.600000,0.15359607
144.700000,0.01780691
144.800000,-0.25636588
144.900000,-0.27926070
145.000000,-0.21847765
145.100000,-0.08125328
145.200000,-0.16941172
145.300000,-0.22491600
145.400000,0.06313127
145.500000,-0.17591366
145.600000,0.19294253
145.700000,-0.14591857
145.800000,0.10625260
145.900000,-0.10591747
146.000000,-0.01205596
146.100000,-0.25920703
146.200000,-0.28546960
146.300000,-0.10450924
146.400000,-0.00562472
146.500000,-0.11793818
146.600000,-0.31150661
146.700000,-0.33841427
146.800000,-0.35766432
146.900000,-0.40256776
147.000000,-0.10484826
147.100000,0.03299084
147.200000,-0.13921011
147.300000,-0.47384877
147.400000,-0.15296568
147.500000,-0.15283468
147.600000,0.16727921
147.700000,-0.35817692
147.800000,-0.18465032
147.900000,0.12889812
148.000000,-0.05456015
148.100000,-0.04319383
148.200000,-0.12059240
148.300000,-0.07591143
148.400000,-0.00405158
148.500000,-0.23617153
148.600000,0.03504558
148.700000,-0.31521176
148.800000,-0.06657043
148.900000,-0.08705928
149.000000,-0.21302615
149.100000,-0.11452734
149.200000,-0.20669436
149.300000,-0.28591893
149.400000,-0.17735668
149.500000,-0.28780870
149.600000,-0.06251460
149.700000,-0.27866935
149.800000,0.00623378
149.900000,-0.27388113
150.000000,-0.18380218
150.100000,-0.22108308
150.200000,0.07490550
150.300000,-0.07826052
150.400000,-0.13922621
150.500000,-0.01649203
150.600000,-0.39972473
150.700000,-0.08551432
150.800000,0.21958734
150.900000,-0.07526130
151.000000,-0.08746036
151.100000,-0.01415128
151.200000,0.04078373
151.300000,-0.38748263
151.400000,-0.32909563
151.500000,-0.05344882
151.600000,-0.20036090
151.700000,0.12114465
151.800000,-0.11362352
151.900000,-0.36115622
152.000000,-0.26240523
152.100000,-0.48582711
152.200000,-0.10805565
152.300000,-0.09546224
152.400000,-0.10039412
152.500000,0.12744422
152.600000,0.15340152
152.700000,-0.07211244
152.800000,-0.37251703
152.900000,0.05508504
153.000000,0.05068462
153.100000,-0.03882005
153.200000,0.07014146
153.300000,-0.22872675
153.400000,0.22341988
153.500000,-0.20351494
153.600000,0.01957920
153.700000,-0.33459041
153.800000,-0.22107174
153.900000,0.11778361
154.000000,-0.14339301
154.100000,0.03560043
154.200000,-0.05041801
154.300000,-0.09462711
154.400000,0.12081405
154.500000,-0.14153900
154.600000,-0.36478852
154.700000,-0.19710677
154.800000,0.01967297
154.900000,-0.02747393
155.000000,-0.33997777
155.100000,-0.22366202
155.200000,-0.22132455
155.300000,-0.18829651
155.400000,-0.33508212
155.500000,-0.24005379
155.600000,-0.24570415
155.700000,-0.01340934
155.800000,-0.01428905
155.900000,-0.15953908
156.000000,-0.21981109
156.100000,-0.14394362
156.200000,-0.28726991
156.300000,-0.33472349
156.400000,-0.29912533
156.500000,-0.25032323
156.600000,-0.33273445
156.700000,-0.13041010
156.800000,-0.03317730
156.900000,-0.38178537
157.000000,-0.13608018
157.100000,-0.17501391
157.200000,-0.09849835
157.300000,-0.14533091
157.400000,-0.36803270
157.500000,-0.33465744
157.600000,-0.14048644
157.700000,0.00582994
157.800000,-0.48449301
157.900000,-0.10654337
158.000000,0.00035133
158.100000,-0.19639112
158.200000,-0.08806830
158.300000,-0.26580299
158.400000,-0.18456504
158.500000,-0.38699254
158.600000,-0.50000384
158.700000,-0.01737878
158.800000,-0.31840711
158.900000,-0.25973412
159.000000,-0.38091975
159.100000,-0.36793606
159.200000,-0.17524731
159.300000,-0.26930130
159.400000,-0.08137386
159.500000,-0.07434938
159.600000,-0.09727100
159.700000,-0.09230122
159.800000,0.11654082
159.900000,-0.25379024
160.000000,-0.09884674
160.100000,0.09459259
160.200000,0.10708843
160.300000,-0.31796104
160.400000,-0.15483296
160.500000,0.10953364
160.600000,-0.01072665
160.700000,-0.05734536
160.800000,-0.13116673
160.900000,-0.15330169
161.000000,-0.04028493
161.100000,-0.11614528
161.200000,-0.08261513
161.300000,-0.07394202
161.400000,-0.17697637
161.500000,-0.03296910
161.600000,0.32900234
161.700000,-0.34377849
161.800000,-0.04666909
161.900000,-0.21213592
162.000000,-0.01153195
162.100000,-0.09664971
162.200000,0.02314138
162.300000,0.09091856
162.400000,-0.05465666
162.500000,0.09591529
162.600000,-0.42527623
162.700000,0.20315467
162.800000,0.02272232
162.900000,0.13054288
163.000000,-0.23458060
163.100000,-0.18267612
163.200000,-0.02234137
163.300000,-0.06275328
163.400000,-0.04356799
163.500000,0.07709678
163.600000,-0.33385461
163.700000,0.07756988
163.800000,-0.07123419
163.900000,-0.12528561
164.000000,-0.30989857
164.100000,-0.00577868
164.200000,-0.46467295
164.300000,0.00837672
164.400000,-0.30344991
164.500000,-0.05796756
164.600000,-0.07679927
164.700000,0.12441097
164.800000,-0.07150938
164.900000,-0.13835022
165.000000,-0.13198493
165.100000,0.11698517
165.200000,-0.00227479
165.300000,-0.14206167
165.400000,-0.11496650
165.500000,-0.31061992
165.600000,-0.00380695
165.700000,-0.31220850
165.800000,0.05412471
165.900000,-0.03642861
166.000000,0.29220694
166.100000,-0.23305513
166.200000,-0.07951261
166.300000,0.16478531
166.400000,0.10274553
166.500000,-0.17353782
166.600000,-0.04259933
166.700000,-0.05270611
166.800000,-0.01482180
166.900000,-0.16026702
167.000000,-0.07464840
167.100000,-0.28107430
167.200000,-0.02229774
167.300000,0.02679065
167.400000,-0.06031997
167.500000,-0.26138302
167.600000,0.12856222
167.700000,0.04834588
167.800000,-0.08471334
167.900000,-0.01403222
168.000000,-0.19558144
168.100000,-0.12218502
168.200000,-0.03326005
168.300000,0.22454440
168.400000,-0.05892404
168.500000,0.11464420
168.600000,-0.07628169
168.700000,0.03550427
168.800000,-0.02350843
168.900000,0.14994838
169.000000,-0.05473989
169.100000,-0.22128237
169.200000,-0.20137125
169.300000,-0.05730354
169.400000,-0.15130159
169.500000,0.09798701
169.600000,-0.03866033
169.700000,0.40095507
169.800000,-0.22775303
169.900000,0.06821350
170.000000,-0.12419252
170.100000,-0.02648550
170.200000,0.05949031
170.300000,-0.30554390
170.400000,0.07320562
170.500000,0.30644843
170.600000,-0.03853100
170.700000,0.08192994
170.800000,0.19302613
170.900000,0.01022803
171.000000,-0.06380176
171.100000,-0.31975742
171.200000,0.11106323
171.300000,-0.01413303
171.400000,-0.12629432
171.500000,0.05025567
171.600000,-0.04935715
171.700000,-0.03040822
171.800000,0.14911181
171.900000,-0.14748654
172.000000,0.21369874
172.100000,-0.15621984
172.200000,-0.04065056
172.300000,0.35135687
172.400000,0.22748623
172.500000,0.05713203
172.600000,-0.09677326
172.700000,-0.03747580
172.800000,0.03028187
172.900000,0.03107100
173.000000,0.02345598
173.100000,0.06286202
173.200000,0.03069626
173.300000,-0.15984882
173.400000,-0.03428168
173.500000,0.18295224
173.600000,-0.15700369
173.700000,0.01013757
173.800000,-0.08643135
173.900000,0.02955032
174.000000,-0.03427070
174.100000,0.23644517
174.200000,0.09046772
174.300000,-0.19935055
174.400000,0.09117588
174.500000,-0.12900119
174.600000,-0.09942836
174.700000,0.04001074
174.800000,-0.06349532
174.900000,0.15304769
175.000000,-0.08545122
175.100000,-0.04470344
175.200000,-0.04342060
175.300000,-0.03019126
175.400000,0.23170263
175.500000,0.17407945
175.600000,0.34409439
175.700000,0.41035390
175.800000,-0.09443781
175.900000,0.06749436
176.000000,-0.11008310
176.100000,-0.05049010
176.200000,-0.01465916
176.300000,-0.06287718
176.400000,-0.04763699
176.500000,0.10302993
176.600000,-0.07021910
176.700000,0.24445933
176.800000,-0.02675310
176.900000,0.51261648
177.000000,0.02008382
177.100000,0.11455098
177.200000,-0.08496394
177.300000,0.38952471
177.400000,0.30372281
177.500000,0.20976872
177.600000,-0.03459879
177.700000,0.19935139
177.800000,-0.01575598
177.900000,0.38519872
178.000000,0.28125914
178.100000,0.16649121
178.200000,-0.19784623
178.300000,0.03405640
178.400000,0.29837758
178.500000,0.37285967
178.600000,0.35675088
178.700000,-0.04908479
178.800000,0.24440022
178.900000,0.37019743
179.000000,-0.02640243
179.100000,0.24492092
179.200000,0.29800929
179.300000,0.20906065
179.400000,-0.01364440
179.500000,0.23585645
179.600000,0.25965482
179.700000,0.30084247
179.800000,0.23890071
179.900000,0.25442928
180.000000,0.32189799
180.100000,0.43436982
180.200000,0.32760284
180.300000,0.31733390
180.400000,0.39331112
180.500000,0.08744593
180.600000,0.44525298
180.700000,0.37529836
180.800000,0.40201405
180.900000,0.53735360
181.000000,0.10101247
181.100000,0.08753519
181.200000,0.43334042
181.300000,0.40766246
181.400000,0.45381051
181.500000,0.36146528
181.600000,0.53738964
181.700000,0.57584981
181.800000,0.51494755
181.900000,0.40705352
182.000000,0.13078356
182.100000,0.56403544
182.200000,0.63739238
182.300000,0.54734701
182.400000,0.31586692
182.500000,0.56943079
182.600000,0.63002765
182.700000,0.72037823
182.800000,0.34008564
182.900000,0.42610811
183.000000,0.57098765
183.100000,0.47831772
183.200000,0.30926210
183.300000,0.54117806
183.400000,0.57219209
183.500000,0.49034224
183.600000,0.50721607
183.700000,0.43529131
183.800000,0.67688844
183.900000,0.30616705
184.000000,0.33977397
184.100000,0.43874921
184.200000,0.57194875
184.300000,0.22289240
184.400000,0.22893801
184.500000,0.10208044
184.600000,0.42066259
184.700000,0.21472840
184.800000,0.33954731
184.900000,0.47461674
185.000000,0.28935875
185.100000,0.40967944
185.200000,0.34273330
185.300000,0.52700906
185.400000,0.47024299
185.500000,0.30358825
185.600000,0.36044259
185.700000,0.54748309
185.800000,0.44750685
185.900000,0.18057340
186.000000,0.47758018
186.100000,0.22597237
186.200000,0.58322063
186.300000,0.53991814
186.400000,0.42493513
186.500000,0.38826495
186.600000,0.35252443
186.700000,0.48490975
186.800000,0.35046606
186.900000,0.45613454
187.000000,0.54207147
187.100000,0.32605045
187.200000,0.31940498
187.300000,0.25105471
187.400000,0.27584883
187.500000,0.16343595
187.600000,0.54483101
187.700000,0.70614719
187.800000,0.66432446
187.900000,0.20671691
188.000000,0.55467781
188.100000,0.65255148
188.200000,0.36412885
188.300000,0.43110231
188.400000,0.10575673
188.500000,0.46499216
188.600000,0.26302858
188.700000,0.46102074
188.800000,0.16720997
188.900000,0.48969887
189.000000,0.56007081
189.100000,0.28319965
189.200000,0.23236976
189.300000,0.07361479
189.400000,0.33162971
189.500000,0.29547963
189.600000,0.15304202
189.700000,0.44994043
189.800000,0.30295784
189.900000,0.19151471
190.000000,0.27243596
190.100000,0.51573879
190.200000,0.44798165
190.300000,0.32150406
190.400000,0.43663512
190.500000,0.16905246
190.600000,0.35847329
190.700000,0.38305693
190.800000,0.25471323
190.900000,0.39711036
191.000000,0.20274484
191.100000,0.37928222
191.200000,0.38338625
191.300000,-0.13197490
191.400000,0.46451613
191.500000,-0.16265970
191.600000,0.21129790
191.700000,0.45813117
191.800000,0.24638448
191.900000,0.06235705
192.000000,0.13059558
192.100000,0.43061732
192.200000,0.00118943
192.300000,0.45684138
192.400000,0.27813739
192.500000,0.08710635
192.600000,0.17679779
192.700000,0.11910443
192.800000,0.38564494
192.900000,0.37161896
193.000000,0.00500876
193.100000,0.19467905
193.200000,0.13605609
193.300000,0.43319336
193.400000,0.04087216
193.500000,0.50351462
193.600000,0.27522536
193.700000,0.11066709
193.800000,0.17980596
193.900000,0.15358463
194.000000,0.07905958
194.100000,0.29106206
194.200000,0.08302377
194.300000,-0.05069474
194.400000,0.24506665
194.500000,0.03090709
194.600000,0.17243865
194.700000,0.13282041
194.800000,0.14788222
194.900000,0.57805214
195.000000,0.29695138
195.100000,0.31895169
195.200000,0.02571377
195.300000,0.19223946
195.400000,0.31389927
195.500000,0.12317256
195.600000,0.39875667
195.700000,0.10607507
195.800000,0.24242806
195.900000,0.20526940
196.000000,0.31144282
196.100000,0.17815807
196.200000,0.23085097
196.300000,0.24933981
196.400000,0.16841238
196.500000,0.34094824
196.600000,0.30586799
196.700000,0.26286591
196.800000,0.23136343
196.900000,0.41971879
197.000000,0.27264996
197.100000,0.27071181
197.200000,0.31864372
197.300000,0.54592824
197.400000,0.07744005
197.500000,0.37804626
197.600000,-0.01180243
197.700000,0.30830482
197.800000,0.51299023
197.900000,0.31897548
198.000000,0.29599469
198.100000,0.17566224
198.200000,0.28906849
198.300000,0.22927109
198.400000,0.13949521
198.500000,0.18753617
198.600000,0.26518018
198.700000,0.10718537
198.800000,0.08850965
198.900000,-0.01099476
199.000000,0.26103877
199.100000,0.29282607
199.200000,0.26758105
199.300000,0.36943908
199.400000,0.24052949
199.500000,0.27073896
199.600000,0.25355246
199.700000,0.18807970
199.800000,0.12782083
199.900000,0.55183126
200.000000,0.16386852
200.100000,0.14172576
200.200000,0.31875051
200.300000,0.29095818
200.400000,0.03862612
200.500000,0.40930445
200.600000,0.22011430
200.700000,0.08857158
200.800000,0.43727780
200.900000,0.35496686
201.000000,0.06834726
201.100000,0.55401773
201.200000,0.40198003
201.300000,0.29303826
201.400000,0.52987712
201.500000,0.31272803
201.600000,0.28643137
201.700000,0.18324410
201.800000,0.37489248
201.900000,0.37659042
202.000000,0.29159846
202.100000,0.15742072
202.200000,0.28967025
202.300000,0.25452941
202.400000,0.08901967
202.500000,0.08034948
202.600000,0.39728620
202.700000,-0.08088244
202.800000,0.33683663
202.900000,0.21695212
203.000000,0.49434246
203.100000,0.23003789
203.200000,0.41847272
203.300000,0.25754306
203.400000,0.33250101
203.500000,0.42806481
203.600000,0.25891874
203.700000,0.46020274
203.800000,0.17055750
203.900000,0.36361517
204.000000,0.44517855
204.100000,0.38083295
204.200000,0.56771637
204.300000,0.18316630
204.400000,0.11096602
204.500000,0.17301266
204.600000,0.44483338
204.700000,0.42000014
204.800000,0.37214984
204.900000,0.18301301
205.000000,0.46037148
205.100000,0.15356556
205.200000,0.48644737
205.300000,0.75672580
205.400000,0.37543812
205.500000,0.39837940
205.600000,0.22288456
205.700000,0.02288921
205.800000,0.22523521
205.900000,0.17689418
206.000000,0.10390737
206.100000,0.57511867
206.200000,0.34534177
206.300000,0.37328558
206.400000,0.27347821
206.500000,0.28632207
206.600000,0.45786621
206.700000,0.30266402
206.800000,0.40654963
206.900000,0.30416841
207.000000,0.29034400
207.100000,0.09868680
207.200000,0.01232010
207.300000,0.29480671
207.400000,0.35848905
207.500000,0.13498996
207.600000,0.31903713
207.700000,0.31791301
207.800000,0.00704214
207.900000,0.19616598
208.000000,0.38537072
208.100000,0.38280984
208.200000,0.12047141
208.300000,0.30433032
208.400000,0.43442152
208.500000,0.40782948
208.600000,0.25373990
208.700000,0.19332246
208.800000,0.18129346
208.900000,0.32851066
209.000000,0.29041348
209.100000,0.35641018
209.200000,0.30241322
209.300000,0.40274510
209.400000,0.29212018
209.500000,0.40595413
209.600000,0.40301805
209.700000,0.14912504
209.800000,-0.00682627
209.900000,0.49431232
210.000000,0.29152808
210.100000,0.00256633
210.200000,0.14374210
210.300000,0.36829656
210.400000,0.22850919
210.500000,0.18373511
210.600000,0.47247861
210.700000,0.10299533
210.800000,0.13966933
210.900000,0.27159242
211.000000,0.31544184
211.100000,0.32209283
211.200000,0.39669995
211.300000,0.28240452
211.400000,0.31857926
211.500000,0.22090776
211.600000,0.28118051
211.700000,0.29046988
211.800000,0.31579828
211.900000,0.39601190
212.000000,0.36336237
212.100000,0.27884357
212.200000,0.16175090
212.300000,0.28500953
212.400000,0.28853805
212.500000,0.31798794
212.600000,0.62029560
212.700000,0.21991563
212.800000,0.36217127
212.900000,0.45558233
213.000000,0.30971302
213.100000,0.65647533
213.200000,0.24119844
213.300000,0.34506287
213.400000,0.17681207
213.500000,0.25433924
213.600000,0.34326989
213.700000,0.45463500
213.800000,0.37373516
213.900000,0.51194595
214.000000,0.30684155
214.100000,0.25552137
214.200000,0.69856369
214.300000,0.34579357
214.400000,0.19242565
214.500000,0.19587080
214.600000,0.15285265
214.700000,0.44951846
214.800000,0.27305058
214.900000,0.36193614
215.000000,0.32312839
215.100000,0.43649557
215.200000,0.22158492
215.300000,0.19021437
215.400000,0.38204328
215.500000,0.44722276
215.600000,0.41910630
215.700000,0.24101100
215.800000,0.46674506
215.900000,0.26472192
216.000000,0.28420682
216.100000,0.22105273
216.200000,0.54450683
216.300000,0.43260335
216.400000,0.42164192
216.500000,0.52376006
216.600000,0.75477147
216.700000,0.06876915
216.800000,0.21507523
216.900000,0.21970190
217.000000,0.18971086
217.100000,0.16933296
217.200000,0.28513203
217.300000,0.14521765
217.400000,0.38250585
217.500000,0.31572261
217.600000,0.38662397
217.700000,0.42791156
217.800000,0.44079121
217.900000,0.29295934
218.000000,0.67612548
218.100000,0.41292262
218.200000,0.11014486
218.300000,0.21335393
218.400000,0.10945563
218.500000,0.40405443
218.600000,0.39071275
218.700000,0.32492445
218.800000,0.70026918
218.900000,0.46566945
219.000000,0.50709041
219.100000,0.24710404
219.200000,0.23784426
219.300000,0.38300346
219.400000,0.39693633
219.500000,0.11043233
219.600000,0.36313450
219.700000,0.38564093
219.800000,0.33757501
219.900000,0.22543840
220.000000,0.25156132
220.100000,0.32736623
220.200000,0.37933792
220.300000,0.44977243
220.400000,0.54008865
220.500000,0.32525806
220.600000,0.29819064
220.700000,0.41936750
220.800000,0.45729503
220.900000,0.32576836
221.000000,0.48837564
221.100000,0.51266047
221.200000,0.57471300
221.300000,0.63040482
221.400000,0.24055447
221.500000,0.38731929
221.600000,0.38792496
221.700000,0.37818543
221.800000,0.31669785
221.900000,0.21469411
222.000000,0.45074672
222.100000,0.31526292
222.200000,0.43243553
222.300000,0.31221354
222.400000,0.24997002
222.500000,0.44709263
222.600000,0.43587839
222.700000,0.49415642
222.800000,0.73856154
222.900000,0.48310956
223.000000,0.51287921
223.100000,0.27331788
223.200000,0.25415995
223.300000,0.68755548
223.400000,0.32894113
223.500000,0.31290774
223.600000,0.46071343
223.700000,0.43170471
223.800000,0.29048078
223.900000,0.35814239
224.000000,0.59290680
224.100000,0.27131440
224.200000,0.19828950
224.300000,0.54915237
224.400000,0.47873763
224.500000,0.30174903
224.600000,0.16502888
224.700000,0.28106646
224.800000,0.37278976
224.900000,0.57016644
225.000000,0.24414378
225.100000,0.38419394
225.200000,0.50590082
225.300000,0.04760620
225.400000,0.56452038
225.500000,0.22234270
225.600000,0.47441439
225.700000,0.45472210
225.800000,0.59913978
225.900000,0.51688405
226.000000,0.08739699
226.100000,0.33514436
226.200000,0.48741424
226.300000,0.42740900
226.400000,0.54126522
226.500000,0.61024587
226.600000,0.58006433
226.700000,0.45713180
226.800000,0.20610113
226.900000,0.41063226
227.000000,0.56200674
227.100000,0.32399362
227.200000,0.57100649
227.300000,0.63196509
227.400000,0.52229072
227.500000,0.06919814
227.600000,0.33170660
227.700000,0.80792360
227.800000,0.43514643
227.900000,0.22128523
228.000000,0.68296466
228.100000,0.50796035
228.200000,0.67563977
228.300000,0.55081184
228.400000,0.57342754
228.500000,0.54841801
228.600000,0.60738243
228.700000,0.83038067
228.800000,0.64061980
228.900000,0.28287137
229.000000,0.60480775
229.100000,0.69102910
229.200000,0.69383125
229.300000,0.45455279
229.400000,0.69250183
229.500000,0.64018865
229.600000,0.89158870
229.700000,0.39315062
229.800000,0.45257270
229.900000,0.47978618
230.000000,0.46624676
230.100000,0.37113191
230.200000,0.07795758
230.300000,0.43587393
230.400000,0.56954733
230.500000,0.42873163
230.600000,0.79337101
230.700000,0.48855126
230.800000,0.67808461
230.900000,0.53374638
231.000000,0.61333492
231.100000,0.52833164
231.200000,0.67826555
231.300000,0.47361846
231.400000,0.56080299
231.500000,0.54226993
231.600000,0.43210948
231.700000,0.53238238
231.800000,0.78768384
231.900000,0.39985644
232.000000,0.51971979
232.100000,0.64381711
232.200000,0.64893702
232.300000,0.47857232
232.400000,0.11893481
232.500000,0.56169927
232.600000,0.11926165
232.700000,0.67519265
232.800000,0.47959531
232.900000,0.62201780
233.000000,0.34838618
233.100000,0.23728243
233.200000,0.52423737
233.300000,0.47699592
233.400000,0.39751187
233.500000,0.48636743
233.600000,0.88641039
233.700000,0.61499542
233.800000,0.65138884
233.900000,0.62308249
234.000000,0.72927905
234.100000,0.49202343
234.200000,0.22178325
234.300000,0.51880309
234.400000,0.67621555
234.500000,0.41105695
234.600000,0.54500218
234.700000,0.46666086
234.800000,0.79618967
234.900000,0.70402276
235.000000,0.70885839
235.100000,0.70432938
235.200000,0.60011918
235.300000,0.65295809
235.400000,0.45521198
235.500000,0.30887035
235.600000,0.65554634
235.700000,0.68567307
235.800000,0.81826371
235.900000,0.86466234
236.000000,0.86607025
236.100000,0.48411203
236.200000,0.57653107
236.300000,0.71232688
236.400000,1.03558842
236.500000,0.88951638
236.600000,0.83215609
236.700000,0.61520818
236.800000,0.54189196
236.900000,0.77793914
237.000000,0.50263652
237.100000,0.63378384
237.200000,0.68351517
237.300000,0.95721593
237.400000,0.67366832
237.500000,0.36403552
237.600000,0.80761433
237.700000,0.61511008
237.800000,0.70555016
237.900000,0.67573910
238.000000,0.64717660
238.100000,0.78157681
238.200000,0.42662413
238.300000,0.57609037
238.400000,0.75372308
238.500000,0.55112399
238.600000,0.39787753
238.700000,0.76022857
238.800000,0.83641520
238.900000,0.65453812
239.000000,0.36640039
239.100000,0.76614293
239.200000,0.40210882
239.300000,0.68824233
239.400000,0.52098915
239.500000,0.47515542
239.600000,0.56976846
239.700000,0.60810264
239.800000,0.54044215
239.900000,0.70176643
240.000000,0.54612158
240.100000,0.79053637
240.200000,0.69115847
240.300000,0.57116646
240.400000,0.56098237
240.500000,0.46119611
240.600000,0.78559157
240.700000,0.69795133
240.800000,0.39732698
240.900000,0.68454396
241.000000,0.62309525
241.100000,0.99595423
241.200000,0.49647307
241.300000,0.54052305
241.400000,0.91545821
241.500000,0.94429410
241.600000,0.63405386
241.700000,0.64939589
241.800000,0.81357382
241.900000,0.35466686
242.000000,0.41084558
242.100000,0.63737896
242.200000,0.91700563
242.300000,0.62184980
242.400000,0.71519318
242.500000,0.87921468
242.600000,1.03810183
242.700000,0.64290261
242.800000,0.72948052
242.900000,1.01856653
243.000000,0.52802131
243.100000,0.91506151
